trial,joint,rmse_rad,max_abs_error_rad,dwell_mean_error_rad,ee_rmse_m,ee_max_error_m,ee_mean_error_m,dwell_ee_mean_error_m,dwell_ee_max_error_m
trial_pid_2026-03-08_02-15-15,joint_1,0.029086311406664192,0.3380594429318333,0.016325990681726667,0.021939892822076975,0.0999320239220086,0.017551771248473392,0.01093131361323929,0.0999320239220086
trial_pid_2026-03-08_02-15-15,joint_2,0.0833065574765915,0.3034449106494973,0.026544057650047248,0.021939892822076975,0.0999320239220086,0.017551771248473392,0.01093131361323929,0.0999320239220086
trial_pid_2026-03-08_02-15-15,joint_3,0.041108062055063295,0.12687288690727305,0.014986760416758331,0.021939892822076975,0.0999320239220086,0.017551771248473392,0.01093131361323929,0.0999320239220086
trial_pid_2026-03-08_02-15-15,joint_4,0.0035516231155940706,0.0167845636805601,0.0026276359209211355,0.021939892822076975,0.0999320239220086,0.017551771248473392,0.01093131361323929,0.0999320239220086
trial_pid_2026-03-08_02-15-15,joint_5,0.011413393314895354,0.03347294010622501,0.004843083586780412,0.021939892822076975,0.0999320239220086,0.017551771248473392,0.01093131361323929,0.0999320239220086
trial_pid_2026-03-08_02-15-15,joint_6,0.004329733603692694,0.007094661239534602,0.00296476654168638,0.021939892822076975,0.0999320239220086,0.017551771248473392,0.01093131361323929,0.0999320239220086
